Obs_ID,Ecoregion,Country,Site,Subsite,Latitude,Longitude,Depth_m,Genus,O_n,Species,Date,N,Start_time,No_start,Quality_start,End_time,No_end,Quality_end,Gamete_release,Situation,Timezone,DoNFM,DoSRtNFM,Sunrise,Sunset,Reference,Ref_ID,Comments
2219,Eastern Hawaii,Hawaiian Islands,Molokini,na,20.633333,-156.500000,-99,Pocillopora,,meandrina,23/04/1997,-99,07:20,FALSE,Approx,07:35,FALSE,Approx,Bundles,In situ,-10.00,1997-04-22,1,6:00,18:47,Fiene-Severns 1998,33,
2220,Eastern Hawaii,Hawaiian Islands,Molokini,na,20.633333,-156.500000,-99,Pocillopora,,meandrina,24/04/1997,-99,07:22,FALSE,Approx,07:37,FALSE,Approx,Bundles,In situ,-10.00,1997-04-22,2,6:00,18:47,Fiene-Severns 1998,33,
2221,Eastern Hawaii,Hawaiian Islands,Molokini,na,20.633333,-156.500000,-99,Pocillopora,,meandrina,14/04/1998,-99,,TRUE,,,TRUE,,Bundles,In situ,-10.00,1998-04-11,3,6:08,18:44,Fiene-Severns 1998,33,
2222,Eastern Hawaii,Hawaiian Islands,Molokini,na,20.633333,-156.500000,-99,Pocillopora,,meandrina,15/04/1998,-99,,TRUE,,,TRUE,,Bundles,In situ,-10.00,1998-04-11,4,6:07,18:44,Fiene-Severns 1998,33,
2223,Eastern Hawaii,Hawaiian Islands,Molokini,na,20.633333,-156.500000,-99,Pocillopora,,meandrina,16/04/1998,-99,,TRUE,,,TRUE,,Bundles,In situ,-10.00,1998-04-11,5,6:06,18:45,Fiene-Severns 1998,33,
2224,Eastern Hawaii,Hawaiian Islands,Molokini,na,20.633333,-156.500000,-99,Pocillopora,,meandrina,17/04/1998,-99,,TRUE,,,TRUE,,Bundles,In situ,-10.00,1998-04-11,6,6:05,18:45,Fiene-Severns 1998,33,
2225,Eastern Hawaii,Hawaiian Islands,Molokini,na,20.633333,-156.500000,-99,Pocillopora,,meandrina,12/05/1998,-99,07:20,FALSE,Approx,07:35,FALSE,Approx,Bundles,In situ,-10.00,1998-05-11,1,5:50,18:54,Fiene-Severns 1998,33,
2226,Eastern Hawaii,Hawaiian Islands,Molokini,na,20.633333,-156.500000,-99,Pocillopora,,meandrina,13/05/1998,-99,07:22,FALSE,Approx,07:37,FALSE,Approx,Bundles,In situ,-10.00,1998-05-11,2,5:49,18:55,Fiene-Severns 1998,33,
2227,Eastern Hawaii,Hawaiian Islands,Molokini,na,20.633333,-156.500000,-99,Pocillopora,,meandrina,14/05/1998,-99,07:20,FALSE,Approx,07:35,FALSE,Approx,Bundles,In situ,-10.00,1998-05-11,3,5:49,18:55,Fiene-Severns 1998,33,
2228,"North Sri Lanka, Gulf of Mannar and east India",India,Vaan Island,na,8.833333,78.216667,-99,Acropora,,cytherea,24/03/2006,-99,,TRUE,,,TRUE,,Bundles,In situ,5.50,2006-03-15,9,6:19,18:27,Raj & Edward 2010,110,
2229,"North Sri Lanka, Gulf of Mannar and east India",India,Vaan Island,na,8.833333,78.216667,-99,Acropora,,cytherea,28/03/2007,-99,,TRUE,,,TRUE,,Bundles,In situ,5.50,2007-04-02,-5,6:17,18:27,Raj & Edward 2010,110,
2230,"North Sri Lanka, Gulf of Mannar and east India",India,Vaan Island,na,8.833333,78.216667,-99,Acropora,,cytherea,08/03/2008,-99,20:50,FALSE,Exact,21:05,FALSE,Exact,Bundles,In situ,5.50,2008-03-21,-13,6:27,18:28,Raj & Edward 2010,110,
2231,"North Sri Lanka, Gulf of Mannar and east India",India,Vaan Island,na,8.833333,78.216667,-99,Acropora,,cytherea,09/03/2008,-99,21:20,FALSE,Exact,21:30,FALSE,Exact,Bundles,In situ,5.50,2008-03-21,-12,6:26,18:28,Raj & Edward 2010,110,
2232,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Echinopora,,lamellosa,10/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,2,5:19,17:31,Tomascik et al 1997,124,
2233,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Hydnophora,,rigida,10/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,2,5:19,17:31,Tomascik et al 1997,124,
2234,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Merulina,,ampliata,10/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,2,5:19,17:31,Tomascik et al 1997,124,
2235,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Merulina,,scabricula,10/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,2,5:19,17:31,Tomascik et al 1997,124,
2236,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Pachyseris,,rugosa,10/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,2,5:19,17:31,Tomascik et al 1997,124,
2237,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Pachyseris,,speciosa,10/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,2,5:19,17:31,Tomascik et al 1997,124,
2238,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Pavona,,cactus,10/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,2,5:19,17:31,Tomascik et al 1997,124,
2239,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Acropora,,humilis,11/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,3,5:19,17:31,Tomascik et al 1997,124,
2240,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Acropora,,hyacinthus,11/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,3,5:19,17:31,Tomascik et al 1997,124,
2241,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Acropora,,verweyi,11/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,3,5:19,17:31,Tomascik et al 1997,124,
2242,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Cyphastrea,,microphthalma,11/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,3,5:19,17:31,Tomascik et al 1997,124,
2243,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Cyphastrea,,serailia,11/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,3,5:19,17:31,Tomascik et al 1997,124,
2244,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Diploastrea,,heliopora,11/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,3,5:19,17:31,Tomascik et al 1997,124,
2245,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Dipsastraea,,pallida,11/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,3,5:19,17:31,Tomascik et al 1997,124,
2246,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Galaxea,,fascicularis,11/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,3,5:19,17:31,Tomascik et al 1997,124,
2247,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Galaxea,,horrescens,11/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,3,5:19,17:31,Tomascik et al 1997,124,
2248,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Goniastrea,,retiformis,11/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,3,5:19,17:31,Tomascik et al 1997,124,
2249,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Pachyseris,,speciosa,11/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,3,5:19,17:31,Tomascik et al 1997,124,
2250,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Pectinia,,paeonia,11/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,3,5:19,17:31,Tomascik et al 1997,124,
2251,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Porites,,cylindrica,11/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,3,5:19,17:31,Tomascik et al 1997,124,
2252,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Porites,,lobata,11/10/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-10-08,3,5:19,17:31,Tomascik et al 1997,124,
2253,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Acropora,,echinata,09/11/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-11-07,2,5:11,17:32,Tomascik et al 1997,124,
2254,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Echinopora,,horrida,09/11/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-11-07,2,5:11,17:32,Tomascik et al 1997,124,
2255,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Euphyllia,,ancora,09/11/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-11-07,2,5:11,17:32,Tomascik et al 1997,124,
2256,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Favites,,halicora,09/11/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-11-07,2,5:11,17:32,Tomascik et al 1997,124,
2257,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Mycedium,,elephantotus,09/11/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-11-07,2,5:11,17:32,Tomascik et al 1997,124,
2258,"Java Sea, Indonesia",Indonesia,Karimunjawa,na,-5.816667,110.400000,-99,Pocillopora,,verrucosa,09/11/1995,-99,,TRUE,,,TRUE,,Not recorded,In situ,7.00,1995-11-07,2,5:11,17:32,Tomascik et al 1997,124,
2259,"West Sumatra, Indonesia",Indonesia,Pulau Weh,Iboih,5.877461,95.254664,1,Acropora,,humilis,16/04/2009,1,,TRUE,,,TRUE,,Bundles,In situ,7.00,2009-04-09,7,6:31,18:46,Keyes unpublished,73,
2260,"West Sumatra, Indonesia",Indonesia,Pulau Weh,Iboih,5.877461,95.254664,1,Acropora,,nasuta,16/04/2009,9,,TRUE,,,TRUE,,Bundles,In situ,7.00,2009-04-09,7,6:31,18:46,Keyes unpublished,73,
2261,"West Sumatra, Indonesia",Indonesia,Pulau Weh,Iboih,5.877461,95.254664,1,Acropora,,digitifera,17/04/2009,1,,TRUE,,,TRUE,,Bundles,In situ,7.00,2009-04-09,8,6:30,18:46,Keyes unpublished,73,
2362,"Makassar Strait, Indonesia",Indonesia,Spermonde Archipelago,Langkai Island,-5.000000,119.000000,5,Acropora,,loripes,19/03/2010,2,18:25,FALSE,Approx,19:00,FALSE,Approx,Not recorded,In situ,8.00,2010-03-30,-11,6:08,18:15,Yusuf unpublished,146,
2363,"Makassar Strait, Indonesia",Indonesia,Spermonde Archipelago,Pulau Badi,-4.968000,119.287000,3,Acropora,,aspera,03/04/2019,3,21:04,FALSE,Approx,22:11,FALSE,Approx,Not recorded,Ex situ,8.00,2019-03-21,13,6:04,18:07,Yusuf unpublished,146,
2364,"Makassar Strait, Indonesia",Indonesia,Spermonde Archipelago,Pulau Badi,-4.968000,119.287000,3,Acropora,,florida,04/04/2019,3,20:50,FALSE,Approx,22:00,FALSE,Approx,Not recorded,Ex situ,8.00,2019-03-21,14,6:04,18:07,Yusuf unpublished,146,
2365,"Makassar Strait, Indonesia",Indonesia,Spermonde Archipelago,Pulau Bara Lompo,-5.058080,119.329000,3,Acropora,,aculeus,19/03/2011,5,18:22,FALSE,Approx,20:00,FALSE,Approx,Not recorded,Ex situ,8.00,2011-03-20,-1,6:07,18:14,Yusuf unpublished,146,
2366,"Makassar Strait, Indonesia",Indonesia,Spermonde Archipelago,Pulau Bara Lompo,-5.058080,119.329000,3,Acropora,,nasuta,19/03/2011,4,18:22,FALSE,Approx,20:00,FALSE,Approx,Not recorded,Ex situ,8.00,2011-03-20,-1,6:07,18:14,Yusuf unpublished,146,
2367,"Makassar Strait, Indonesia",Indonesia,Spermonde Archipelago,Pulau Bara Lompo,-5.058080,119.329000,3,Acropora,,sp.,19/03/2011,6,19:00,FALSE,Approx,21:00,FALSE,Approx,Not recorded,Ex situ,8.00,2011-03-20,-1,6:07,18:14,Yusuf unpublished,146,
2368,"Makassar Strait, Indonesia",Indonesia,Spermonde Archipelago,Pulau Bara Lompo,-5.058080,119.329000,3,Acropora,,florida,31/03/2014,5,20:10,FALSE,Approx,21:00,FALSE,Approx,Not recorded,Ex situ,8.00,2014-03-17,14,6:05,18:08,Yusuf unpublished,146,
2369,"Makassar Strait, Indonesia",Indonesia,Spermonde Archipelago,Pulau Bara Lompo,-5.058080,119.329000,2,Acropora,,gemmifera,31/03/2014,5,20:21,FALSE,Approx,21:00,FALSE,Approx,Not recorded,Ex situ,8.00,2014-03-17,14,6:05,18:08,Yusuf unpublished,146,
2370,"Makassar Strait, Indonesia",Indonesia,Spermonde Archipelago,Pulau Bara Lompo,-5.058080,119.329000,3,Acropora,,latistella,31/03/2014,5,20:10,FALSE,Approx,21:00,FALSE,Approx,Not recorded,Ex situ,8.00,2014-03-17,14,6:05,18:08,Yusuf unpublished,146,
2371,"Makassar Strait, Indonesia",Indonesia,Spermonde Archipelago,Pulau Bara Lompo,-5.058080,119.329000,3,Acropora,,latistella,31/03/2014,4,20:20,FALSE,Approx,21:00,FALSE,Approx,Not recorded,Ex situ,8.00,2014-03-17,14,6:05,18:08,Yusuf unpublished,146,
2372,"Makassar Strait, Indonesia",Indonesia,Spermonde Archipelago,Pulau Bara Lompo,-5.058080,119.329000,3,Acropora,,sarmentosa,31/03/2014,5,20:20,FALSE,Approx,21:00,FALSE,Approx,Not recorded,Ex situ,8.00,2014-03-17,14,6:05,18:08,Yusuf unpublished,146,
2373,"Makassar Strait, Indonesia",Indonesia,Spermonde Archipelago,Pulau Bara Lompo,-5.058080,119.329000,2,Acropora,,humilis,01/04/2014,5,20:10,FALSE,Approx,21:18,FALSE,Approx,Not recorded,Ex situ,8.00,2014-04-15,-14,6:04,18:08,Yusuf unpublished,146,
2374,"Makassar Strait, Indonesia",Indonesia,Spermonde Archipelago,Pulau Bara Lompo,-5.058080,119.329000,2,Acropora,,millepora,01/04/2014,4,19:00,FALSE,Approx,20:00,FALSE,Approx,Not recorded,Ex situ,8.00,2014-04-15,-14,6:04,18:08,Yusuf unpublished,146,
2375,"Makassar Strait, Indonesia",Indonesia,Spermonde Archipelago,Pulau Bone Tambu,-5.036400,119.279000,3,Acropora,,cerealis,19/03/2011,4,18:20,FALSE,Approx,20:00,FALSE,Approx,Not recorded,Ex situ,8.00,2011-03-20,-1,6:07,18:14,Yusuf unpublished,146,
2376,"Makassar Strait, Indonesia",Indonesia,Spermonde Archipelago,Pulau Bone Tambu,-5.036400,119.279000,2,Acropora,,humilis,19/03/2011,4,18:15,FALSE,Approx,19:00,FALSE,Approx,Not recorded,Ex situ,8.00,2011-03-20,-1,6:07,18:14,Yusuf unpublished,146,
2377,"Makassar Strait, Indonesia",Indonesia,Spermonde Archipelago,Pulau Bone Tambu,-5.036400,119.279000,2,Acropora,,latistella,19/03/2011,3,18:15,FALSE,Approx,19:00,FALSE,Approx,Not recorded,Ex situ,8.00,2011-03-20,-1,6:07,18:14,Yusuf unpublished,146,
2378,"Makassar Strait, Indonesia",Indonesia,Spermonde Archipelago,Pulau Bone Tambu,-5.036400,119.279000,2,Acropora,,microclados,19/03/2011,4,18:15,FALSE,Approx,19:00,FALSE,Approx,Not recorded,Ex situ,8.00,2011-03-20,-1,6:07,18:14,Yusuf unpublished,146,
6147,North and central Red Sea,Israel,Eilat,Eilat Coral Nature Reserve,29.500000,34.920000,-99,Acropora,,squarrosa,01/07/2015,1,23:00,FALSE,Exact,07:00,FALSE,Exact,Not recorded,Ex situ,3.00,2015-07-02,-1,5:44,19:44,Shlesinger et al 2018,157,
6150,North and central Red Sea,Israel,Eilat,Eilat Coral Nature Reserve,29.500000,34.920000,-99,Acropora,,valida,01/07/2015,2,23:00,FALSE,Exact,07:00,FALSE,Exact,Not recorded,Ex situ,3.00,2015-07-02,-1,5:44,19:44,Shlesinger et al 2018,157,
6151,North and central Red Sea,Israel,Eilat,Eilat Coral Nature Reserve,29.500000,34.920000,-99,Acropora,,valida,05/07/2015,1,23:30,FALSE,Exact,00:30,FALSE,Exact,Not recorded,Ex situ,3.00,2015-07-02,3,5:45,19:44,Shlesinger et al 2018,157,
6152,North and central Red Sea,Israel,Eilat,Eilat Coral Nature Reserve,29.500000,34.920000,-99,Acropora,,valida,05/07/2015,1,23:30,FALSE,Exact,00:30,FALSE,Exact,Not recorded,Ex situ,3.00,2015-07-02,3,5:45,19:44,Shlesinger et al 2018,157,
5812,North and central Red Sea,Israel,Eilat,Eilat Coral Nature Reserve,29.500000,34.920000,-99,Lobophyllia,,sp.,25/06/2016,-99,,TRUE,,21:00,FALSE,Approx,Not recorded,In situ,3.00,2016-06-20,5,5:41,19:43,Rapuano et al 2017,155,
5813,North and central Red Sea,Israel,Eilat,Eilat Coral Nature Reserve,29.500000,34.920000,-99,Platygyra,,lamellina,25/06/2016,-99,19:00,FALSE,Approx,,TRUE,,Not recorded,In situ,3.00,2016-06-20,5,5:41,19:43,Rapuano et al 2017,155,
5816,North and central Red Sea,Israel,Eilat,Eilat Coral Nature Reserve,29.500000,34.920000,-99,Turbinaria,,reniformis,25/06/2016,8,20:30,FALSE,Exact,21:00,FALSE,Exact,Sperm,In situ,3.00,2016-06-20,5,5:41,19:43,Rapuano et al 2017,155,
5814,North and central Red Sea,Israel,Eilat,Eilat Coral Nature Reserve,29.500000,34.920000,-99,Platygyra,,lamellina,26/06/2016,-99,19:00,FALSE,Approx,,TRUE,,Not recorded,In situ,3.00,2016-06-20,6,5:42,19:43,Rapuano et al 2017,155,
5817,North and central Red Sea,Israel,Eilat,Eilat Coral Nature Reserve,29.500000,34.920000,-99,Turbinaria,,reniformis,26/06/2016,10,20:30,FALSE,Exact,21:00,FALSE,Exact,Both separately,In situ,3.00,2016-06-20,6,5:42,19:43,Rapuano et al 2017,155,
5815,North and central Red Sea,Israel,Eilat,Eilat Coral Nature Reserve,29.500000,34.920000,-99,Platygyra,,lamellina,27/06/2016,-99,19:00,FALSE,Approx,,TRUE,,Not recorded,In situ,3.00,2016-06-20,7,5:42,19:44,Rapuano et al 2017,155,
5818,North and central Red Sea,Israel,Eilat,Eilat Coral Nature Reserve,29.500000,34.920000,-99,Turbinaria,,reniformis,27/06/2016,10,20:30,FALSE,Exact,21:00,FALSE,Exact,Both separately,In situ,3.00,2016-06-20,7,5:42,19:44,Rapuano et al 2017,155,
6148,North and central Red Sea,Israel,Eilat,Eilat Coral Nature Reserve,29.500000,34.920000,10,Acropora,,squarrosa,12/06/2017,12,00:20,FALSE,Approx,,TRUE,,Not recorded,In situ,3.00,2017-06-09,3,5:39,19:40,Shlesinger et al 2018,157,
6149,North and central Red Sea,Israel,Eilat,Eilat Coral Nature Reserve,29.500000,34.920000,-99,Acropora,,squarrosa,12/06/2017,3,23:30,FALSE,Exact,01:00,FALSE,Exact,Not recorded,Ex situ,3.00,2017-06-09,3,5:39,19:40,Shlesinger et al 2018,157,
6153,North and central Red Sea,Israel,Eilat,Eilat Coral Nature Reserve,29.500000,34.920000,10,Acropora,,valida,12/06/2017,12,00:05,FALSE,Exact,00:20,FALSE,Exact,Not recorded,In situ,3.00,2017-06-09,3,5:39,19:40,Shlesinger et al 2018,157,
6154,North and central Red Sea,Israel,Eilat,Eilat Coral Nature Reserve,29.500000,34.920000,-99,Acropora,,valida,12/06/2017,5,23:30,FALSE,Exact,01:00,FALSE,Exact,Not recorded,Ex situ,3.00,2017-06-09,3,5:39,19:40,Shlesinger et al 2018,157,
5927,North and central Red Sea,Israel,Eilat,Inter-University Institute for Marine Sciences in Eilat,29.500000,34.916667,-99,Turbinaria,,reniformis,17/07/2014,-99,,TRUE,,,TRUE,,Not recorded,Ex situ,3.00,2014-07-12,5,5:51,19:41,Rapuano et al 2017,155,
5928,North and central Red Sea,Israel,Eilat,Inter-University Institute for Marine Sciences in Eilat,29.500000,34.916667,-99,Turbinaria,,reniformis,18/07/2014,-99,,TRUE,,,TRUE,,Not recorded,Ex situ,3.00,2014-07-12,6,5:52,19:40,Rapuano et al 2017,155,
5929,North and central Red Sea,Israel,Eilat,Inter-University Institute for Marine Sciences in Eilat,29.500000,34.916667,-99,Turbinaria,,reniformis,04/07/2015,1,20:00,FALSE,Exact,23:00,FALSE,Exact,Eggs,Ex situ,3.00,2015-07-02,2,5:45,19:44,Rapuano et al 2017,155,
2379,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Acropora,,eurystoma,19/05/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-05-19,0,4:45,18:27,Shlesinger & Loya 1985,116,
2380,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Acropora,,eurystoma,20/05/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-05-19,1,4:44,18:28,Shlesinger & Loya 1985,116,
2381,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Acropora,,eurystoma,21/05/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-05-19,2,4:44,18:28,Shlesinger & Loya 1985,116,
2382,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Acropora,,humilis,24/05/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-05-19,5,4:43,18:30,Shlesinger & Loya 1985,116,
2383,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Acropora,,humilis,25/05/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-05-19,6,4:42,18:31,Shlesinger & Loya 1985,116,
2384,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Acropora,,humilis,26/05/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-05-19,7,4:42,18:31,Shlesinger & Loya 1985,116,
2385,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Acropora,,pharaonis,16/06/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-06-17,-1,4:39,18:41,Shlesinger & Loya 1985,116,
2386,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Acropora,,pharaonis,17/06/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-06-17,0,4:39,18:41,Shlesinger & Loya 1985,116,
2387,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Acropora,,pharaonis,18/06/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-06-17,1,4:40,18:42,Shlesinger & Loya 1985,116,
2388,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Dipsastraea,,favus,21/06/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-06-17,4,4:40,18:43,Shlesinger & Loya 1985,116,
2389,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Dipsastraea,,favus,22/06/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-06-17,5,4:40,18:43,Shlesinger & Loya 1985,116,
2390,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Dipsastraea,,favus,23/06/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-06-17,6,4:41,18:43,Shlesinger & Loya 1985,116,
2391,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Dipsastraea,,favus,24/06/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-06-17,7,4:41,18:43,Shlesinger & Loya 1985,116,
2392,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Dipsastraea,,favus,25/06/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-06-17,8,4:41,18:43,Shlesinger & Loya 1985,116,
2393,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Dipsastraea,,favus,26/06/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-06-17,9,4:41,18:43,Shlesinger & Loya 1985,116,
2394,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Platygyra,,lamellina,30/06/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-06-17,13,4:43,18:44,Shlesinger & Loya 1985,116,
2395,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Platygyra,,lamellina,01/07/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-06-17,14,4:43,18:44,Shlesinger & Loya 1985,116,
2396,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Pocillopora,,verrucosa,01/07/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-06-17,14,4:43,18:44,Shlesinger & Loya 1985,116,
2397,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Platygyra,,lamellina,02/07/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-07-17,-15,4:44,18:44,Shlesinger & Loya 1985,116,
2398,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Pocillopora,,verrucosa,02/07/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-07-17,-15,4:44,18:44,Shlesinger & Loya 1985,116,
2399,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Platygyra,,lamellina,03/07/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-07-17,-14,4:44,18:44,Shlesinger & Loya 1985,116,
2400,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Platygyra,,lamellina,04/07/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-07-17,-13,4:44,18:44,Shlesinger & Loya 1985,116,
2401,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Platygyra,,lamellina,05/07/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-07-17,-12,4:45,18:43,Shlesinger & Loya 1985,116,
2402,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Acropora,,hyacinthus,09/07/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-07-17,-8,4:47,18:43,Shlesinger & Loya 1985,116,
2403,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Acropora,,hyacinthus,10/07/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-07-17,-7,4:47,18:43,Shlesinger & Loya 1985,116,
2404,North and central Red Sea,Israel,Eilat,na,29.533333,34.966667,-99,Acropora,,hyacinthus,11/07/1981,-99,,TRUE,,,TRUE,,Bundles,In situ,2.00,1981-07-17,-6,4:48,18:42,Shlesinger & Loya 1985,116,
