Obs_ID,Ecoregion,Country,Site,Subsite,Latitude,Longitude,Depth_m,Genus,O_n,Species,Date,N,Start_time,No_start,Quality_start,End_time,No_end,Quality_end,Gamete_release,Situation,Timezone,DoNFM,DoSRtNFM,Sunrise,Sunset,Reference,Ref_ID,Comments
1,"Tuvalu, Samoa and Tonga",American Samoa,Faga’alu,na,-14.279444,-170.700833,-99,Porites,,cylindrica,27/10/1988,-99,20:30,FALSE,Exact,,TRUE,,Sperm,In situ,-11.00,1988-10-24,3,5:49,18:23,Itano & Buckley 1988,69,
2,"Tuvalu, Samoa and Tonga",American Samoa,Faga’alu,na,-14.279444,-170.700833,-99,Porites,,cylindrica,09/11/1995,15,20:35,FALSE,Exact,20:55,FALSE,Exact,Sperm,In situ,-11.00,1995-11-06,3,5:45,18:28,Mundy & Green 1999,97,
3,"Tuvalu, Samoa and Tonga",American Samoa,Faga’alu,na,-14.279444,-170.700833,-99,Acropora,,muricata,10/11/1995,-99,20:20,FALSE,Exact,21:20,FALSE,Exact,Bundles,In situ,-11.00,1995-11-06,4,5:45,18:28,Mundy & Green 1999,97,
4,"Tuvalu, Samoa and Tonga",American Samoa,Faga’alu,na,-14.279444,-170.700833,-99,Merulina,,ampliata,11/11/1995,6,19:45,FALSE,Exact,,TRUE,,Bundles,In situ,-11.00,1995-11-06,5,5:44,18:28,Mundy & Green 1999,97,
5,"Tuvalu, Samoa and Tonga",American Samoa,Faga’alu,na,-14.279444,-170.700833,-99,Montipora,,grisea,11/11/1995,3,20:45,FALSE,Exact,,TRUE,,Bundles,In situ,-11.00,1995-11-06,5,5:44,18:28,Mundy & Green 1999,97,
6,"Tuvalu, Samoa and Tonga",American Samoa,Faga’alu,na,-14.279444,-170.700833,-99,Montipora,,turgescens,11/11/1995,3,19:45,FALSE,Exact,20:30,FALSE,Exact,Bundles,In situ,-11.00,1995-11-06,5,5:44,18:28,Mundy & Green 1999,97,
7,"Tuvalu, Samoa and Tonga",American Samoa,Faga’alu,na,-14.279444,-170.700833,-99,Oxypora,,lacera,11/11/1995,1,20:30,FALSE,Exact,,TRUE,,Bundles,In situ,-11.00,1995-11-06,5,5:44,18:28,Mundy & Green 1999,97,
8,"Tuvalu, Samoa and Tonga",American Samoa,Faga’alu,na,-14.279444,-170.700833,-99,Lobophyllia,,hemprichii,12/11/1995,6,18:45,FALSE,Exact,,TRUE,,Sperm,In situ,-11.00,1995-11-06,6,5:44,18:29,Mundy & Green 1999,97,
9,"Tuvalu, Samoa and Tonga",American Samoa,Faga’alu,na,-14.279444,-170.700833,-99,Merulina,,ampliata,12/11/1995,2,,TRUE,,,TRUE,,Bundles,In situ,-11.00,1995-11-06,6,5:44,18:29,Mundy & Green 1999,97,
10,"Tuvalu, Samoa and Tonga",American Samoa,Faga’alu,na,-14.279444,-170.700833,-99,Oxypora,,lacera,12/11/1995,5,20:30,FALSE,Exact,21:30,FALSE,Exact,Bundles,In situ,-11.00,1995-11-06,6,5:44,18:29,Mundy & Green 1999,97,
11,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,gemmifera,06/12/1982,-99,,TRUE,,,TRUE,,Bundles,In situ,10.00,1982-12-01,5,5:23,18:36,Wallace 1985,132,
12,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,humilis,06/12/1982,-99,,TRUE,,,TRUE,,Bundles,In situ,10.00,1982-12-01,5,5:23,18:36,Wallace 1985,132,
13,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,loripes,06/12/1982,-99,,TRUE,,,TRUE,,Bundles,In situ,10.00,1982-12-01,5,5:23,18:36,Wallace 1985,132,
14,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,nasuta,06/12/1982,-99,,TRUE,,,TRUE,,Bundles,In situ,10.00,1982-12-01,5,5:23,18:36,Wallace 1985,132,
15,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Astreopora,,myriophthalma,25/11/1983,1,21:09,FALSE,Exact,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,5,5:22,18:29,Babcock et al 1986,3,
16,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Australogyra,,zelli,25/11/1983,1,22:34,FALSE,Exact,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,5,5:22,18:29,Babcock et al 1986,3,
17,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Echinophyllia,,orpheensis,25/11/1983,1,21:54,FALSE,Exact,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,5,5:22,18:29,Babcock et al 1986,3,
18,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Favites,,halicora,25/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,5,5:22,18:29,Babcock et al 1986,3,
19,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Goniastrea,,edwardsi,25/11/1983,3,21:54,FALSE,Approx,,TRUE,,Bundles,In situ,10.00,1983-11-20,5,5:22,18:29,Babcock et al 1986,3,
20,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Goniastrea,,stelligera,25/11/1983,1,,TRUE,,,TRUE,,Bundles,In situ,10.00,1983-11-20,5,5:22,18:29,Babcock et al 1986,3,
21,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Lobophyllia,,radians,25/11/1983,1,20:09,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,5,5:22,18:29,Babcock et al 1986,3,
22,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Mycedium,,elephantotus,25/11/1983,1,21:54,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,5,5:22,18:29,Babcock et al 1986,3,
23,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Sandalolitha,,robusta,25/11/1983,1,21:59,FALSE,Exact,,TRUE,,Eggs,Ex situ,10.00,1983-11-20,5,5:22,18:29,Babcock et al 1986,3,
24,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,austera,26/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
25,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,cerealis,26/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
26,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,cytherea,26/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
27,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,elseyi,26/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
28,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,florida,26/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
29,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,gemmifera,26/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
30,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,humilis,26/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
31,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,hyacinthus,26/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
32,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,longicyathus,26/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
33,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,loripes,26/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
34,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,lutkeni,26/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
35,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,millepora,26/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
36,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,nasuta,26/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
37,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,robusta,26/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
38,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,secale,26/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
39,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,tenuis,26/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
40,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,valida,26/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
41,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Acropora,,yongei,26/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
42,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Astrea,,curta,26/11/1983,1,21:09,FALSE,Exact,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
43,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Astreopora,,myriophthalma,26/11/1983,1,21:09,FALSE,Exact,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
44,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Dipsastraea,,pallida,26/11/1983,1,20:39,FALSE,Exact,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
45,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Favites,,abdita,26/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
46,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Mycedium,,elephantotus,26/11/1983,1,21:55,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
47,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Platygyra,,daedalea,26/11/1983,1,22:09,FALSE,Exact,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,6,5:22,18:29,Babcock et al 1986,3,
48,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Dipsastraea,,lizardensis,27/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,7,5:22,18:30,Babcock et al 1986,3,
49,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Favites,,abdita,27/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,7,5:22,18:30,Babcock et al 1986,3,
50,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Platygyra,,daedalea,27/11/1983,1,22:10,FALSE,Exact,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,7,5:22,18:30,Babcock et al 1986,3,
51,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_1,-18.929444,147.757222,-99,Platygyra,,pini,27/11/1983,1,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,1983-11-20,7,5:22,18:30,Babcock et al 1986,3,
52,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_2,-18.950000,148.716667,-99,Acropora,,gemmifera,06/12/1982,-99,20:00,FALSE,Approx,23:30,FALSE,Approx,Bundles,In situ,10.00,1982-12-01,5,5:19,18:32,Harrison et al 1984,49,
53,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_2,-18.950000,148.716667,-99,Acropora,,humilis,06/12/1982,-99,20:00,FALSE,Approx,23:30,FALSE,Approx,Bundles,In situ,10.00,1982-12-01,5,5:19,18:32,Harrison et al 1984,49,
54,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_2,-18.950000,148.716667,-99,Acropora,,loripes,06/12/1982,-99,20:00,FALSE,Approx,23:30,FALSE,Approx,Bundles,In situ,10.00,1982-12-01,5,5:19,18:32,Harrison et al 1984,49,
55,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_2,-18.950000,148.716667,-99,Acropora,,nasuta,06/12/1982,-99,20:00,FALSE,Approx,23:30,FALSE,Approx,Bundles,In situ,10.00,1982-12-01,5,5:19,18:32,Harrison et al 1984,49,
56,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_3,-18.899722,147.755278,-99,Acropora,,hyacinthus,10/12/1987,1,,TRUE,,,TRUE,,Bundles,In situ,10.00,1987-12-05,5,5:24,18:38,Willis unpublished,136,
57,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_3,-18.899722,147.755278,-99,Acropora,,monticulosa,10/12/1987,4,,TRUE,,,TRUE,,Bundles,In situ,10.00,1987-12-05,5,5:24,18:38,Willis unpublished,136,
58,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_3,-18.899722,147.755278,-99,Acropora,,hyacinthus,11/12/1987,9,,TRUE,,,TRUE,,Bundles,In situ,10.00,1987-12-05,6,5:24,18:39,Willis unpublished,136,
59,Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,Big Broadhurst_3,-18.899722,147.755278,-99,Acropora,,monticulosa,11/12/1987,7,,TRUE,,,TRUE,,Bundles,In situ,10.00,1987-12-05,6,5:24,18:39,Willis unpublished,136,
60,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Acropora,,aculeus,25/11/1983,1,20:28,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,5,5:21,18:28,Babcock et al 1986,3,
61,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Acropora,,grandis,25/11/1983,1,21:18,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,5,5:21,18:28,Babcock et al 1986,3,
62,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Acropora,,intermedia,25/11/1983,3,22:08,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,5,5:21,18:28,Babcock et al 1986,3,
63,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Cyphastrea,,chalcidicum,25/11/1983,1,20:03,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,5,5:21,18:28,Babcock et al 1986,3,
64,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Goniastrea,,pectinata,25/11/1983,2,21:24,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,5,5:21,18:28,Babcock et al 1986,3,
65,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Merulina,,ampliata,25/11/1983,3,21:08,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,5,5:21,18:28,Babcock et al 1986,3,
66,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Platygyra,,daedalea,25/11/1983,1,22:08,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,5,5:21,18:28,Babcock et al 1986,3,
67,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Acropora,,aculeus,26/11/1983,-99,,TRUE,,,TRUE,,Bundles,In situ,10.00,1983-11-20,6,5:21,18:29,Wallace 1985,132,
68,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Acropora,,cerealis,26/11/1983,5,22:19,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,6,5:21,18:29,Babcock et al 1986,3,
69,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Acropora,,gemmifera,26/11/1983,2,22:19,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,6,5:21,18:29,Babcock et al 1986,3,
70,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Acropora,,humilis,26/11/1983,1,22:19,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,6,5:21,18:29,Babcock et al 1986,3,
71,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Acropora,,hyacinthus,26/11/1983,1,22:19,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,6,5:21,18:29,Babcock et al 1986,3,
72,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Acropora,,intermedia,26/11/1983,5,22:09,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,6,5:21,18:29,Babcock et al 1986,3,
73,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Acropora,,millepora,26/11/1983,2,21:39,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,6,5:21,18:29,Babcock et al 1986,3,
74,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Acropora,,muricata,26/11/1983,5,22:09,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,6,5:21,18:29,Babcock et al 1986,3,
75,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Acropora,,nasuta,26/11/1983,2,,TRUE,,,TRUE,,Bundles,In situ,10.00,1983-11-20,6,5:21,18:29,Babcock et al 1986,3,
76,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Acropora,,secale,26/11/1983,1,22:19,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,6,5:21,18:29,Babcock et al 1986,3,
77,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Acropora,,selago,26/11/1983,3,,TRUE,,,TRUE,,Bundles,In situ,10.00,1983-11-20,6,5:21,18:29,Babcock et al 1986,3,
78,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Acropora,,valida,26/11/1983,1,20:54,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,6,5:21,18:29,Babcock et al 1986,3,
79,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Merulina,,ampliata,26/11/1983,5,21:09,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,6,5:21,18:29,Babcock et al 1986,3,
80,Central and northern Great Barrier Reef,Australia,Bowden Reef,na,-19.036111,147.927500,-99,Montipora,,turgescens,26/11/1983,1,20:54,FALSE,Exact,,TRUE,,Bundles,In situ,10.00,1983-11-20,6,5:21,18:29,Babcock et al 1986,3,
81,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Acropora,,hyacinthus,19/11/1986,-99,21:30,FALSE,Approx,,TRUE,,Bundles,In situ,10.00,1986-11-16,3,5:21,18:25,Willis unpublished,136,
82,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Acropora,,millepora,19/11/1986,-99,21:30,FALSE,Approx,,TRUE,,Bundles,In situ,10.00,1986-11-16,3,5:21,18:25,Willis unpublished,136,
83,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Acropora,,muricata,19/11/1986,-99,21:30,FALSE,Approx,,TRUE,,Bundles,In situ,10.00,1986-11-16,3,5:21,18:25,Willis unpublished,136,
84,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Acropora,,valida,19/11/1986,-99,21:30,FALSE,Approx,,TRUE,,Bundles,In situ,10.00,1986-11-16,3,5:21,18:25,Willis unpublished,136,
85,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Acropora,,gemmifera,20/11/1986,-99,21:45,FALSE,Approx,,TRUE,,Bundles,In situ,10.00,1986-11-16,4,5:21,18:25,Willis unpublished,136,
86,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Acropora,,hyacinthus,20/11/1986,-99,21:45,FALSE,Approx,,TRUE,,Bundles,In situ,10.00,1986-11-16,4,5:21,18:25,Willis unpublished,136,
87,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Acropora,,millepora,20/11/1986,-99,21:45,FALSE,Approx,,TRUE,,Bundles,In situ,10.00,1986-11-16,4,5:21,18:25,Willis unpublished,136,
88,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Acropora,,valida,20/11/1986,-99,21:45,FALSE,Approx,,TRUE,,Bundles,In situ,10.00,1986-11-16,4,5:21,18:25,Willis unpublished,136,
89,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Montipora,,sp.,07/12/1987,2,,TRUE,,,TRUE,,Bundles,In situ,10.00,1987-12-05,2,5:22,18:36,Willis unpublished,136,
90,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Acropora,,hyacinthus,09/12/1987,-99,22:05,FALSE,Approx,,TRUE,,Bundles,In situ,10.00,1987-12-05,4,5:23,18:37,Willis unpublished,136,
91,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Acropora,,millepora,09/12/1987,-99,21:55,FALSE,Approx,,TRUE,,Bundles,In situ,10.00,1987-12-05,4,5:23,18:37,Willis unpublished,136,
92,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Acropora,,muricata,09/12/1987,-99,21:45,FALSE,Approx,,TRUE,,Bundles,In situ,10.00,1987-12-05,4,5:23,18:37,Willis unpublished,136,
93,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Acropora,,humilis,10/12/1987,6,21:30,FALSE,Approx,22:30,FALSE,Approx,Bundles,In situ,10.00,1987-12-05,5,5:23,18:38,Willis unpublished,136,
94,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Acropora,,hyacinthus,10/12/1987,5,21:30,FALSE,Approx,22:30,FALSE,Approx,Bundles,In situ,10.00,1987-12-05,5,5:23,18:38,Willis unpublished,136,
95,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Acropora,,intermedia,10/12/1987,6,21:30,FALSE,Approx,22:30,FALSE,Approx,Bundles,In situ,10.00,1987-12-05,5,5:23,18:38,Willis unpublished,136,
96,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Acropora,,millepora,10/12/1987,4,21:30,FALSE,Approx,22:30,FALSE,Approx,Bundles,In situ,10.00,1987-12-05,5,5:23,18:38,Willis unpublished,136,
97,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Acropora,,valida,10/12/1987,2,21:30,FALSE,Approx,22:30,FALSE,Approx,Bundles,In situ,10.00,1987-12-05,5,5:23,18:38,Willis unpublished,136,
98,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Physogyra,,lichtensteini,10/12/1987,-99,,TRUE,,,TRUE,,Not recorded,In situ,10.00,1987-12-05,5,5:23,18:38,Willis unpublished,136,
99,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Platygyra,,daedalea,10/12/1987,-99,,TRUE,,,TRUE,,Bundles,In situ,10.00,1987-12-05,5,5:23,18:38,Willis unpublished,136,
100,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Pectinia,,lactuca,11/12/1987,-99,,TRUE,,,TRUE,,Not recorded,In situ,10.00,1987-12-05,6,5:23,18:38,Willis unpublished,136,
101,Central and northern Great Barrier Reef,Australia,Bowden Reef,SW Lagoon,-19.046175,147.919553,-99,Physogyra,,lichtensteini,11/12/1987,-99,,TRUE,,,TRUE,,Not recorded,In situ,10.00,1987-12-05,6,5:23,18:38,Willis unpublished,136,
102,Ningaloo Reef and coastal north-west Australia,Australia,Dampier,na,-20.500000,116.700000,-99,Acropora,,florida,15/03/1985,-99,20:10,FALSE,Exact,21:00,FALSE,Exact,Not recorded,In situ,8.00,1985-03-07,8,6:15,18:29,Simpson 1985,118,
